file,line,token
Common.cpp,2075,sub_1407BF574
Common.cpp,2079,sub_1407A87BC
Common.cpp,2081,sub_1407A8A58
Common.h,62,sub_14066DBD0
Common.h,63,sub_1405674F0
Common.h,92,sub_140643E70
Common.h,97,sub_140744AF0
Common.h,101,sub_14093C7D0
Common.h,105,sub_140739220
Common.h,125,sub_14071EF30
Common.h,145,sub_14071EE00
Common.h,150,sub_140747120
Common.h,156,sub_14063F338
Common.h,193,sub_1409FF490
Common.h,198,sub_14083B360
Common.h,200,sub_1400FEC40
Common.h,201,sub_1400FECE0
Common.h,216,sub_14066DBD0
Common.h,218,sub_140868D60
Common.h,242,0x140000000
Common.h,248,0x140000000
Common.h,253,0x140000000
Common.h,260,0x140000000
Common.h,267,0x140000000
CpkLoader.cpp,62,sub_140A47CF0
CpkLoader.cpp,63,sub_140A47CF0
CpkLoader.cpp,70,sub_140A01D60
CpkLoader.cpp,71,sub_140A01D60
CpkLoader.cpp,80,sub_140A01AA0
CpkLoader.cpp,81,sub_140A01AA0
CpkLoader.cpp,82,sub_140A01AA0
CpkLoader.cpp,102,sub_14056C3D4
CpkLoader.cpp,103,sub_14056C3D4
CpkLoader.cpp,132,sub_14056C34C
CpkLoader.cpp,133,sub_14056C34C
CpkLoader.cpp,160,sub_140A32AB0
CpkLoader.cpp,161,sub_140A32AB0
CpkLoader.cpp,206,sub_14056C34C
CpkLoader.cpp,207,sub_14056C34C
CpkLoader.cpp,218,sub_14056C34C
CpkLoader.cpp,219,sub_14056C34C
CpkLoader.cpp,226,sub_14056C3D4
CpkLoader.cpp,227,sub_14056C3D4
CpkLoader.cpp,238,sub_14056BE84
CpkLoader.cpp,239,sub_14056BE84
GuardEffectParam.cpp,140,sub_1409D4DE0
GuardEffectParam.cpp,141,sub_1409D4DE0
GuardEffectParam.cpp,143,sub_14050C520
GuardEffectParam.cpp,144,sub_14050C520
GuardEffectParam.cpp,312,sub_1409D4DE0
GuardEffectParam.cpp,313,sub_1409D4DE0
GuardEffectParam.cpp,315,sub_14050C520
GuardEffectParam.cpp,316,sub_14050C520
GuardEffectParam.cpp,484,sub_1405F7E10
GuardEffectParam.cpp,499,sub_1400B6920
GuardEffectParam.cpp,503,sub_1400B3830
GuardEffectParam.cpp,507,sub_1409BAF60
GuardEffectParam.cpp,511,sub_1409D6FC0
GuardEffectParam.cpp,519,sub_1409DCC60
GuardEffectParam.cpp,523,sub_1409DCDB0
GuardEffectParam.cpp,527,sub_1409D4DE0
GuardEffectParam.cpp,531,sub_14050C520
GuardEffectParam.cpp,551,sub_140B533A0
GuardEffectParam.cpp,575,sub_1405F7E10
GuardEffectParam.cpp,713,sub_1400B6920
GuardEffectParam.cpp,714,sub_1400B3830
GuardEffectParam.cpp,767,sub_1409D6FC0
GuardEffectParam.cpp,771,sub_1409DCC60
GuardEffectParam.cpp,774,sub_1409BAF60
GuardEffectParam.cpp,775,sub_1409BAF60
GuardEffectParam.cpp,776,sub_1409BAF60
GuardEffectParam.cpp,777,sub_1409BAF60
GuardEffectParam.cpp,778,sub_1409BAF60
GuardEffectParam.cpp,779,sub_1409BAF60
GuardEffectParam.cpp,780,sub_1409BAF60
GuardEffectParam.cpp,781,sub_1409BAF60
GuardEffectParam.cpp,782,sub_1409BAF60
GuardEffectParam.cpp,783,sub_1409BAF60
GuardEffectParam.cpp,790,sub_1409BAF60
GuardEffectParam.cpp,794,sub_1409DCDB0
GuardEffectParam.cpp,800,sub_1409D4DE0
GuardEffectParam.cpp,815,sub_14050C520
GuardEffectParam.cpp,854,sub_140991940
GuardEffectParam.cpp,858,sub_1408394E0
GuardEffectParam.cpp,862,sub_1409D6FC0
GuardEffectParam.cpp,866,sub_1409D6220
GuardEffectParam.cpp,870,sub_14098F8E0
GuardEffectParam.cpp,874,sub_14098FD20
GuardEffectParam.cpp,878,sub_1409BCC50
GuardEffectParam.cpp,882,sub_140A33210
GuardEffectParam.cpp,886,sub_1409EF570
GuardEffectParam.cpp,890,sub_1409D6C40
GuardEffectParam.cpp,894,sub_140A3C2D0
GuardEffectParam.cpp,898,sub_1409BD3B0
GuardEffectParam.cpp,902,sub_1409A34B0
GuardEffectParam.cpp,906,sub_1405F42F0
GuardEffectParam.cpp,910,sub_1405E9580
GuardEffectParam.cpp,914,sub_14098F510
GuardEffectParam.cpp,918,sub_14098F8A0
GuardEffectParam.cpp,922,sub_140AC4880
GuardEffectParam.cpp,926,sub_140AC49D0
GuardEffectParam.cpp,930,sub_140A31210
GuardEffectParam.cpp,934,sub_1409BB050
GuardEffectParam.cpp,938,sub_1409CF930
GuardEffectParam.cpp,942,sub_1409DCEE0
GuardEffectParam.cpp,946,sub_140B533A0
GuardEffectParam.cpp,950,sub_140B53940
GuardEffectParam.cpp,976,sub_140991940
GuardEffectParam.cpp,985,sub_1408394E0
GuardEffectParam.cpp,1005,sub_1409D6FC0
GuardEffectParam.cpp,1068,sub_140AC4880
GuardEffectParam.cpp,1083,sub_14098F8E0
GuardEffectParam.cpp,1083,sub_14098FD20
GuardEffectParam.cpp,1084,sub_140991940
GuardEffectParam.cpp,1087,sub_1409BCC50
GuardEffectParam.cpp,1091,sub_140A33210
GuardEffectParam.cpp,1093,sub_1409EF570
GuardEffectParam.cpp,1094,sub_1409D6C40
GuardEffectParam.cpp,1143,sub_140AC49D0
GuardEffectParam.cpp,1144,sub_140A31210
GuardEffectParam.cpp,1146,sub_1409BB050
GuardEffectParam.cpp,1161,sub_1409CF930
GuardEffectParam.cpp,1207,sub_1409DCEE0
GuardEffectParam.cpp,1210,sub_1409BD3B0
GuardEffectParam.cpp,1218,sub_1409DCEE0
GuardEffectParam.cpp,1226,sub_1409EF570
GuardEffectParam.cpp,1226,sub_1409EF8E0
GuardEffectParam.cpp,1231,sub_14098F8E0
GuardEffectParam.cpp,1235,sub_14098F8E0
GuardEffectParam.cpp,1236,sub_14098FD20
GuardEffectParam.cpp,1238,sub_14098F510
GuardEffectParam.cpp,1242,sub_140991940
GuardEffectParam.cpp,1243,sub_1409DCEE0
GuardEffectParam.cpp,1252,sub_1409DCEE0
GuardEffectParam.cpp,1262,sub_14098F8E0
GuardEffectParam.cpp,1266,sub_14098F8E0
GuardEffectParam.cpp,1267,sub_14098FD20
GuardEffectParam.cpp,1269,sub_14098F510
GuardEffectParam.cpp,1273,sub_140991940
GuardEffectParam.cpp,1274,sub_1409DCEE0
GuardEffectParam.cpp,1286,sub_14098F8E0
GuardEffectParam.cpp,1290,sub_14098F8E0
GuardEffectParam.cpp,1291,sub_14098FD20
GuardEffectParam.cpp,1293,sub_14098F510
GuardEffectParam.cpp,1297,sub_140991940
GuardEffectParam.cpp,1298,sub_1409DCEE0
GuardEffectParam.cpp,1304,sub_1409DCEE0
GuardEffectParam.cpp,1308,sub_14098FD20
GuardEffectParam.cpp,1316,sub_1409DCEE0
GuardEffectParam.cpp,1332,sub_14098F8A0
GuardEffectParam.cpp,1344,sub_14098F8E0
GuardEffectParam.cpp,1347,sub_14098F510
GuardEffectParam.cpp,1348,sub_140991940
GuardEffectParam.cpp,1350,sub_140991940
GuardEffectParam.cpp,1363,sub_14098F8A0
GuardEffectParam.cpp,1368,sub_140A3C2D0
GuardEffectParam.cpp,1371,sub_1409BD3B0
GuardEffectParam.cpp,1372,sub_1409A34B0
GuardEffectParam.cpp,1373,sub_1405F42F0
GuardEffectParam.cpp,1374,sub_1405E9580
GuardEffectParam.cpp,1378,sub_14098F510
GuardEffectParam.cpp,1381,sub_14098F510
GuardEffectParam.cpp,1385,sub_140991940
GuardEffectParam.cpp,1389,sub_14098F510
GuardEffectParam.cpp,1390,sub_140991940
GuardEffectParam.cpp,1398,sub_140B533A0
GuardEffectParam.cpp,1401,sub_140B53940
GuardEffectParam.cpp,1403,sub_140B53940
GuardEffectParam.cpp,1421,sub_1409DCEB0
GuardEffectParam.cpp,1423,0x1409DCEB0
GuardEffectParam.cpp,1425,sub_1409DCEB0
GuardEffectParam.cpp,1450,sub_1409DCEB0
GuardEffectParam.cpp,1461,sub_1409DCEB0
GuardEffectParam.cpp,1497,sub_14055D040
GuardEffectParam.cpp,1500,sub_140A0D810
GuardEffectParam.cpp,1503,sub_1405583A8
GuardEffectParam.cpp,1506,sub_140A0D850
GuardEffectParam.cpp,1509,sub_1407B03B4
GuardEffectParam.cpp,1512,sub_140A017F0
GuardEffectParam.cpp,1515,sub_1407B5664
GuardEffectParam.cpp,1518,sub_14079B88C
GuardEffectParam.cpp,1521,sub_1407B5714
GuardEffectParam.cpp,1524,sub_14047ED14
GuardEffectParam.cpp,1527,sub_1407B05BC
GuardEffectParam.cpp,1549,sub_14055D040
GuardEffectParam.cpp,1563,sub_140A0D810
GuardEffectParam.cpp,1564,sub_1405583A8
GuardEffectParam.cpp,1589,sub_140A0D850
GuardEffectParam.cpp,1595,sub_140A0D850
GuardEffectParam.cpp,1600,sub_1407B03B4
GuardEffectParam.cpp,1601,sub_140A017F0
GuardEffectParam.cpp,1607,sub_1407B5664
GuardEffectParam.cpp,1612,sub_14079B88C
GuardEffectParam.cpp,1615,sub_1407B5714
GuardEffectParam.cpp,1617,sub_140A0D850
GuardEffectParam.cpp,1622,sub_1407B05BC
GuardEffectParam.cpp,1640,sub_14047ED14
GuardEffectParam.cpp,1659,sub_1407AEBF8
GuardEffectParam.cpp,1676,sub_14077E64C
GuardEffectParam.cpp,1679,sub_1406B5D14
GuardEffectParam.cpp,1682,sub_1407B03B4
GuardEffectParam.cpp,1685,sub_14077DB38
GuardEffectParam.cpp,1688,sub_14077DD4C
GuardEffectParam.cpp,1691,sub_14079C53C
GuardEffectParam.cpp,1694,sub_1407ED2B4
GuardEffectParam.cpp,1697,sub_1407C0B7C
GuardEffectParam.cpp,1700,sub_1407B0190
GuardEffectParam.cpp,1703,sub_14085B488
GuardEffectParam.cpp,1706,sub_14085B588
GuardEffectParam.cpp,1709,sub_1407EBEC8
GuardEffectParam.cpp,1712,sub_14079B950
GuardEffectParam.cpp,1715,sub_1407ABFB4
GuardEffectParam.cpp,1718,sub_1407B581C
GuardEffectParam.cpp,1721,sub_14077DA68
GuardEffectParam.cpp,1724,sub_14077DAF8
GuardEffectParam.cpp,1727,sub_1407F3FFC
GuardEffectParam.cpp,1730,sub_14078B070
GuardEffectParam.cpp,1733,sub_14055A48C
GuardEffectParam.cpp,1736,sub_140554764
GuardEffectParam.cpp,1742,sub_1407C0DD8
GuardEffectParam.cpp,1785,sub_14077E64C
GuardEffectParam.cpp,1795,sub_1406B5D14
GuardEffectParam.cpp,1811,sub_1407B03B4
GuardEffectParam.cpp,1864,sub_14085B488
GuardEffectParam.cpp,1879,sub_14077DB38
GuardEffectParam.cpp,1879,sub_14077DD4C
GuardEffectParam.cpp,1880,sub_14077E64C
GuardEffectParam.cpp,1882,sub_14079C53C
GuardEffectParam.cpp,1886,sub_1407ED2B4
GuardEffectParam.cpp,1888,sub_1407C0B7C
GuardEffectParam.cpp,1889,sub_1407B0190
GuardEffectParam.cpp,1904,sub_1407B581C
GuardEffectParam.cpp,1908,sub_1407B581C
GuardEffectParam.cpp,1919,sub_14085B588
GuardEffectParam.cpp,1920,sub_1407EBEC8
GuardEffectParam.cpp,1923,sub_14079B950
GuardEffectParam.cpp,1927,sub_1407B581C
GuardEffectParam.cpp,1992,sub_1407B581C
GuardEffectParam.cpp,1998,sub_1407ABFB4
GuardEffectParam.cpp,2009,sub_1407C0B7C
GuardEffectParam.cpp,2009,sub_1407C0DD8
GuardEffectParam.cpp,2010,sub_1407C0B7C
GuardEffectParam.cpp,2010,sub_1407C0DD8
GuardEffectParam.cpp,2019,sub_14077DB38
GuardEffectParam.cpp,2021,sub_14077DA68
GuardEffectParam.cpp,2022,sub_14077E64C
GuardEffectParam.cpp,2024,sub_14077E64C
GuardEffectParam.cpp,2026,sub_1407B581C
GuardEffectParam.cpp,2033,sub_14077DAF8
GuardEffectParam.cpp,2036,sub_1407B581C
GuardEffectParam.cpp,2044,sub_14077DAF8
GuardEffectParam.cpp,2048,sub_1407B581C
GuardEffectParam.cpp,2056,sub_14077DB38
GuardEffectParam.cpp,2058,sub_14077DB38
GuardEffectParam.cpp,2058,sub_14077DD4C
GuardEffectParam.cpp,2059,sub_1407B581C
GuardEffectParam.cpp,2060,sub_14077DA68
GuardEffectParam.cpp,2063,sub_14077E64C
GuardEffectParam.cpp,2065,sub_1407B581C
GuardEffectParam.cpp,2068,sub_1407B581C
GuardEffectParam.cpp,2076,sub_14077DB38
GuardEffectParam.cpp,2077,sub_1407B581C
GuardEffectParam.cpp,2078,sub_14077DB38
GuardEffectParam.cpp,2078,sub_14077DD4C
GuardEffectParam.cpp,2079,sub_1407B581C
GuardEffectParam.cpp,2080,sub_14077DA68
GuardEffectParam.cpp,2083,sub_14077E64C
GuardEffectParam.cpp,2084,sub_1407B581C
GuardEffectParam.cpp,2087,sub_1407B581C
GuardEffectParam.cpp,2094,sub_1407B581C
GuardEffectParam.cpp,2096,sub_14077DB38
GuardEffectParam.cpp,2099,sub_14077DD4C
GuardEffectParam.cpp,2100,sub_1407B581C
GuardEffectParam.cpp,2102,sub_1407B581C
GuardEffectParam.cpp,2104,sub_14077DB38
GuardEffectParam.cpp,2104,sub_14077DD4C
GuardEffectParam.cpp,2105,sub_1407B581C
GuardEffectParam.cpp,2106,sub_14077DA68
GuardEffectParam.cpp,2109,sub_14077E64C
GuardEffectParam.cpp,2110,sub_1407B581C
GuardEffectParam.cpp,2113,sub_1407B581C
GuardEffectParam.cpp,2120,sub_1407F3FFC
GuardEffectParam.cpp,2123,sub_14078B070
GuardEffectParam.cpp,2124,sub_14055A48C
GuardEffectParam.cpp,2125,sub_140554764
GuardEffectParam.cpp,2130,sub_14077DA68
GuardEffectParam.cpp,2132,sub_14077E64C
GuardEffectParam.cpp,2138,sub_14077E64C
GuardEffectParam.cpp,2142,sub_14077DA68
GuardEffectParam.cpp,2143,sub_14077E64C
GuardEffectParam.cpp,2149,sub_14077DA68
GuardEffectParam.cpp,2151,sub_14077E64C
GuardEffectParam.cpp,2170,sub_1409DCEB0
GuardEffectParam.cpp,2172,0x1407B57EC
GuardEffectParam.cpp,2174,sub_1407B57EC
GuardEffectParam.cpp,2199,sub_1409DCEB0
GuardEffectParam.cpp,2210,sub_1407B57EC
GudoBallParam.cpp,20,sub_1405F6930
GudoBallParam.cpp,21,sub_1405F6930
GudoBallParam.cpp,23,sub_1405F72D0
GudoBallParam.cpp,24,sub_1405F72D0
GudoBallParam.cpp,65,sub_1405F6930
GudoBallParam.cpp,66,sub_1405F6930
GudoBallParam.cpp,68,sub_1405F72D0
GudoBallParam.cpp,69,sub_1405F72D0
HookFunctions.cpp,253,sub_1409B94C0
HookFunctions.cpp,266,sub_140605050
HookFunctions.cpp,402,sub_140868D60
HookFunctions.cpp,459,sub_140643E70
HookFunctions.cpp,493,sub_14063F338
HookFunctions.cpp,554,sub_1409FF490
HookFunctions.cpp,579,sub_140590818
HookFunctions.cpp,584,sub_14093C7D0
HookFunctions.cpp,805,sub_1409B94C0
HookFunctions.cpp,923,sub_140605050
HookFunctions.cpp,1014,sub_1409F0730
HookFunctions.cpp,1052,sub_140868D60
HookFunctions.cpp,1111,sub_140643E70
HookFunctions.cpp,1128,sub_140747120
HookFunctions.cpp,1209,sub_1409FF490
HookFunctions.cpp,1215,sub_14083B360
HookFunctions.cpp,1226,sub_140661ED0
HookFunctions.cpp,1231,sub_140744AF0
HookFunctions.cpp,1238,sub_140739220
HookFunctions.cpp,1244,sub_14093C7D0
imgui.cpp,2400,0x14015C4F
LuaScripts.cpp,113,sub_1404BF150
LuaScripts.cpp,118,sub_1404BF150
LuaScripts.cpp,123,sub_14086C080
LuaScripts.cpp,124,sub_14086C080
LuaScripts.cpp,145,sub_1406D9230
LuaScripts.cpp,150,sub_1406D9230
LuaScripts.cpp,168,sub_1404BF150
LuaScripts.cpp,178,sub_14086C0A0
LuaScripts.cpp,183,sub_14086C0A0
LuaScripts.cpp,204,sub_14086C0A0
LuaScripts.cpp,209,sub_14086C0A0
LuaScripts.cpp,501,sub_140A3F4A0
LuaScripts.cpp,502,sub_140A3F4A0
LuaScripts.cpp,507,sub_1407F5B18
LuaScripts.cpp,508,sub_1407F5B18
LuaScripts.cpp,519,sub_140A3F4A0
LuaScripts.cpp,520,sub_140A3F4A0
LuaScripts.cpp,525,sub_1407F5B18
LuaScripts.cpp,526,sub_1407F5B18
LuaScripts.cpp,602,sub_140AB7020
LuaScripts.cpp,609,sub_140AB7020
LuaScripts.cpp,620,sub_14085526C
LuaScripts.cpp,627,sub_14085526C
MergedExtra_Common.h,22,0x140000C00
MergedExtra_Common.h,29,0x140000C00
MergedExtra_DirectX.cpp,201,0x140000C00
ModManager.cpp,25,sub_140607B5C
ModManager.cpp,26,sub_140607B5C
ModManager.cpp,43,sub_14071F110
ModManager.cpp,44,sub_14071F110
MovesetPlus.cpp,282,sub_140AD3AE0
MovesetPlus.cpp,284,sub_140AD3AE0
MovesetPlus.cpp,288,sub_140AD3AE0
MovesetPlus.cpp,290,sub_140AD3AE0
MovesetPlus.cpp,297,sub_140AD3AE0
MovesetPlus.cpp,299,sub_140AD3AE0
MovesetPlus.cpp,303,sub_140AD3AE0
MovesetPlus.cpp,305,sub_140AD3AE0
MovesetPlus.cpp,534,sub_1400B1B00
MovesetPlus.cpp,539,sub_1400B1B00
MovesetPlus.cpp,544,sub_1401CB71C
MovesetPlus.cpp,549,sub_1401CB71C
MovesetPlus.cpp,563,sub_1400B1B00
MovesetPlus.cpp,568,sub_1400B1B00
MovesetPlus.cpp,573,sub_1401CB71C
MovesetPlus.cpp,578,sub_1401CB71C
MovesetPlus.cpp,644,sub_1404BF150
MovesetPlus.cpp,645,sub_14086C080
MovesetPlus.cpp,649,sub_1404BF150
MovesetPlus.cpp,652,sub_14086C080
MovesetPlus.cpp,657,sub_1406D9230
MovesetPlus.cpp,659,sub_1406D9230
MovesetPlus.cpp,1185,sub_140643C10
MovesetPlus.cpp,1186,sub_140643C10
MovesetPlus.cpp,1210,sub_140AB7930
MovesetPlus.cpp,1220,sub_1405E5D10
MovesetPlus.cpp,1223,sub_1405E5CEC
MovesetPlus.cpp,1232,sub_140722544
MovesetPlus.cpp,1239,sub_140580448
MovesetPlus.cpp,1240,sub_140580448
MovesetPlus.cpp,1290,sub_14073C2E8
MovesetPlus.cpp,1291,sub_14073C2E8
MovesetPlus.cpp,1317,sub_14099A610
MovesetPlus.cpp,1318,sub_14099A610
MovesetPlus.cpp,1319,sub_14099AEF0
MovesetPlus.cpp,1320,sub_14099AEF0
MovesetPlus.cpp,1909,sub_1405674F0
MovesetPlus.cpp,1910,sub_1405674F0
MovesetPlus.cpp,1914,sub_1404E18B0
MovesetPlus.cpp,1915,sub_1404E18B0
MovesetPlus.cpp,1920,sub_140567580
MovesetPlus.cpp,1921,sub_140567580
MovesetPlus.cpp,1930,sub_140AB7020
MovesetPlus.cpp,1937,sub_140AB7020
MovesetPlus.cpp,1948,sub_14085526C
MovesetPlus.cpp,1955,sub_14085526C
MovesetPlus.cpp,1973,sub_1405AD390
MovesetPlus.cpp,1975,sub_1405AD390
ProjectileManager.cpp,94,sub_1409F0730
Scene.cpp,338,sub_1404DFAD0
Scene.cpp,340,sub_140B02B70
Scene.cpp,343,sub_1404DFAD0
Scene.cpp,344,sub_140B02B70
Scene.cpp,355,sub_1406A6EB0
SpecialInteractionManager.cpp,118,sub_140A15A00
SpecialInteractionManager.cpp,153,sub_1409BB1B0
SpecialInteractionManager.cpp,250,sub_1405F0060
SpecialInteractionManager.cpp,394,sub_1405F0060
SpecialInteractionManager.cpp,402,sub_140981F60
SpecialInteractionManager.cpp,610,sub_1405F0060
SpecialInteractionManager.h,11,sub_1405F0060
Storm4IdaRuntime.cpp,7,0x140000000
TeamUltimateJutsuManager.cpp,490,sub_140661ED0
TeamUltimateJutsuManager.cpp,498,sub_140662100
TeamUltimateJutsuManager.cpp,500,sub_140661F60
TeamUltimateJutsuManager.cpp,502,sub_140586480
TeamUltimateJutsuManager.cpp,504,sub_140662100
TeamUltimateJutsuManager.cpp,514,sub_140661F60
TeamUltimateJutsuManager.cpp,515,sub_140586480
TeamUltimateJutsuManager.cpp,523,sub_140590818
TeamUltimateJutsuManager.cpp,531,sub_140662100
TeamUltimateJutsuManager.cpp,533,sub_140661F60
TeamUltimateJutsuManager.cpp,535,sub_140586480
TeamUltimateJutsuManager.cpp,537,sub_140662100
TeamUltimateJutsuManager.cpp,547,sub_140661F60
TeamUltimateJutsuManager.cpp,548,sub_140586480
TeamUltimateJutsuManager.h,11,sub_140661ED0
TeamUltimateJutsuManager.h,16,sub_140590818
Utilities.h,115,0x140000C00
Utilities.h,120,0x140000C00
Utilities.h,130,0x140000C00
Utilities.h,135,0x140000C00
Utilities.h,142,0x140000C00
Utilities.h,146,0x140000C00
Utilities.h,150,0x140000C00
Utilities.h,157,0x140000C00
Utilities.h,161,0x140000C00
Utilities.h,165,0x140000C00
Utilities.h,174,0x140000C00
Utilities.h,178,0x140000C00
Utilities.h,185,0x140000C00
Utilities.h,189,0x140000C00
Utilities.h,196,0x140000C00
Utilities.h,201,0x140000C00
Utilities.h,206,0x140000C00
Utilities.h,211,0x140000C00
Utilities.h,216,0x140000C00
Utilities.h,235,0x140000C00
Utilities.h,240,0x140000C00
Utilities.h,247,0x140000C00
Utilities.h,252,0x140000C00
Utilities.h,260,0x140000C00
Utilities.h,265,0x140000C00
Utilities.h,331,0x140000C00
Utilities.h,335,0x140000C00
Utilities.h,646,0x140000000
AddressBook/KNOWN_ADDRESSES.txt,4,sub_14060759C
AddressBook/KNOWN_ADDRESSES.txt,5,sub_140607BA0
AddressBook/KNOWN_ADDRESSES.txt,6,sub_140607B5C
AddressBook/KNOWN_ADDRESSES.txt,7,sub_140607B7C
AddressBook/KNOWN_ADDRESSES.txt,8,sub_1406078CC
AddressBook/KNOWN_ADDRESSES.txt,9,sub_1401FD0AC
AddressBook/KNOWN_ADDRESSES.txt,12,sub_140676250
AddressBook/KNOWN_ADDRESSES.txt,13,sub_1406760F4
AddressBook/KNOWN_ADDRESSES.txt,14,sub_140676164
AddressBook/KNOWN_ADDRESSES.txt,15,sub_1406761E0
AddressBook/KNOWN_ADDRESSES.txt,18,sub_1406734A8
AddressBook/KNOWN_ADDRESSES.txt,19,sub_140673438
AddressBook/KNOWN_ADDRESSES.txt,20,sub_140673374
AddressBook/KNOWN_ADDRESSES.txt,23,sub_1405B10CC
AddressBook/KNOWN_ADDRESSES.txt,24,sub_1406B36CC
AddressBook/KNOWN_ADDRESSES.txt,25,sub_1406B3904
AddressBook/KNOWN_ADDRESSES.txt,26,sub_1406B37D4
AddressBook/KNOWN_ADDRESSES.txt,27,sub_1406B39BC
AddressBook/KNOWN_ADDRESSES.txt,28,sub_140AE6B60
AddressBook/KNOWN_ADDRESSES.txt,29,sub_140AE69D0
AddressBook/KNOWN_ADDRESSES.txt,30,sub_140AE6A90
AddressBook/KNOWN_ADDRESSES.txt,31,sub_140AE6670
AddressBook/KNOWN_ADDRESSES.txt,32,sub_140AE6720
AddressBook/KNOWN_ADDRESSES.txt,33,sub_140AE6010
AddressBook/KNOWN_ADDRESSES.txt,36,sub_14043FB28
AddressBook/KNOWN_ADDRESSES.txt,37,sub_14043F208
AddressBook/KNOWN_ADDRESSES.txt,38,sub_1404B6284
AddressBook/KNOWN_ADDRESSES.txt,39,sub_1404B6B58
AddressBook/KNOWN_ADDRESSES.txt,40,sub_1404B6BC8
AddressBook/KNOWN_ADDRESSES.txt,41,sub_1404B6B90
AddressBook/KNOWN_ADDRESSES.txt,44,sub_1403B0074
AddressBook/KNOWN_ADDRESSES.txt,45,sub_140A0FDB0
AddressBook/KNOWN_ADDRESSES.txt,48,sub_14033BF30
AddressBook/KNOWN_ADDRESSES.txt,49,sub_14033C7E4
AddressBook/KNOWN_ADDRESSES.txt,52,sub_1406E4BC0
AddressBook/KNOWN_ADDRESSES.txt,53,sub_140AB4550
BossBattle/BOSS_BATTLE_RESEARCH.txt,3,sub_1406E4BC0
BossBattle/BOSS_BATTLE_RESEARCH.txt,6,sub_1402140F4
BossBattle/BOSS_BATTLE_RESEARCH.txt,7,sub_140AB4550
BossBattle/BOSS_BATTLE_RESEARCH.txt,9,sub_140AB4550
BossBattle/BOSS_BATTLE_RESEARCH.txt,10,sub_1401CB71C
BossBattle/BOSS_BATTLE_RESEARCH.txt,37,sub_1402140F4
BossBattle/BOSS_BATTLE_RESEARCH.txt,38,sub_1401CB71C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,3,sub_1404B520C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,6,sub_1404B612C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,9,sub_1401C9CFC
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,12,sub_1401CA4D0
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,15,sub_14051956C
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,18,sub_14051EDC0
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,21,sub_14050AA98
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,23,sub_14051EA54
Character_Costume/CHARACTER_COSTUME_RESEARCH.txt,23,sub_14051EDC0
